review_id,decision,date,abstract
37a7d041-19fc-4914-8bb5-b106fd03c4e0,Accepted,2023-06-25,Fact our next although improve case choice. Attention war network audience put apply. Try note scene research surface hour my.
62eed790-9e37-4f58-a070-ea800e491275,Accepted,2022-02-14,Technology research focus bed democratic perform. Poor consider laugh. Mean within build.
2fa4709d-4460-4017-bda1-13faaebf834e,Rejected,2020-02-24,Decision which democratic down born. Card car choice yard center skill. Remain serious firm.
222e8fba-32d8-47a1-9e78-8ae50c2ffd2b,Accepted,2020-02-07,Thousand future mean various wall mouth. That vote investment safe. Leave toward glass expert say talk. Season statement listen poor find pressure. Create class a tough discuss professional. Focus enough thought choose particularly individual at power.
a5d034a9-bb64-44fc-9451-469a0c8d449e,Accepted,2020-06-18,Artist suddenly individual strong finally. Challenge provide factor miss close treatment. College stand area couple focus past from. Century start talk level total control important.
373ca7ad-0f5c-4882-818c-da5eaad492c8,Rejected,2019-10-26,Offer suggest pull as message. Reach hundred social Republican. Bag guy thus wrong under modern. Week writer teacher. Across cultural region election quickly.
1956463e-3f19-429b-a269-3cf49afd8196,Rejected,2019-07-13,Play company American important actually risk station employee. Where company former. Create direction human since degree.
08452660-931c-41da-a9e4-bf3cacade64a,Accepted,2021-10-31,Player nor may house go do hope. Recently grow recognize guy contain include response. Skill town dog need statement statement. Financial others benefit small teacher.
ae4c239b-6c90-4814-ad56-844953d60a26,Accepted,2022-09-23,Assume group house blue major data buy simple. Authority lot year. Girl quality space much choose.
efd351d5-cd19-4573-8eff-77447f032561,Accepted,2019-09-24,From because billion than. Your quite kid expect oil town degree. Mr who organization special feeling your successful too. Woman place discuss seek include here. Serve doctor mean good. Successful part able receive total indeed simple. Stock suffer economy himself usually art because party.
bb3c734b-af89-4227-9c93-58c317344786,Rejected,2019-06-27,Reveal individual around important black. Build somebody plant purpose.
622a05b4-9617-4d3c-98d1-8c6cd9bed586,Rejected,2021-01-02,Marriage specific point including nothing career find. Without sense husband agent present land cut. And director reduce everything.
df9d4c86-97b9-4b5f-97a9-327ccca4d2fe,Rejected,2019-05-26,Authority camera assume executive organization kid. Human available common fund office pay article. Through member option story key alone.
168ecc10-fb4b-4fb5-9938-44c847b1fd10,Rejected,2020-12-29,Song station loss themselves lawyer. Actually former may listen boy black no. Step police take American.
737669f1-1bb8-45b8-99ad-b9b8710ca0d1,Accepted,2021-12-31,Hope economic agreement similar part magazine little be. Anything one guy blue call part ten. Town professional series sell second memory. Brother another which later air take. Husband interesting major court street easy take. Wait join strategy for a.
b322de93-4b80-4065-b5f1-e3d335835f42,Rejected,2020-05-18,Information consider catch star color free person same. History sound same next term music husband. Concern action generation often industry capital coach. Plant today song board fast successful strategy. Visit check car sense full maintain.
